State FIPS Code,County FIPS Code,Postal Code,Name,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
35,027,NM,Lincoln County,"49,115","42,913","55,317"
35,028,NM,Los Alamos County,"111,724","95,751","127,697"
35,029,NM,Luna County,"39,233","35,088","43,378"
35,031,NM,McKinley County,"35,659","32,448","38,870"
35,033,NM,Mora County,"40,618","34,298","46,938"
35,035,NM,Otero County,"46,735","40,910","52,560"
35,037,NM,Quay County,"38,389","32,683","44,095"
35,039,NM,Rio Arriba County,"47,400","43,042","51,758"
35,041,NM,Roosevelt County,"46,351","39,474","53,228"
35,043,NM,Sandoval County,"71,991","68,378","75,604"
35,045,NM,San Juan County,"44,261","39,821","48,701"
35,047,NM,San Miguel County,"40,804","35,097","46,511"
35,049,NM,Santa Fe County,"58,898","52,333","65,463"
35,051,NM,Sierra County,"36,823","31,388","42,258"
35,053,NM,Socorro County,"39,478","33,594","45,362"
35,055,NM,Taos County,"43,230","37,101","49,359"
35,057,NM,Torrance County,"47,266","41,466","53,066"
35,059,NM,Union County,"42,676","36,322","49,030"
35,061,NM,Valencia County,"51,564","45,346","57,782"
36,000,NY,New York,"73,354","72,798","73,910"
36,001,NY,Albany County,"70,629","67,207","74,051"
36,003,NY,Allegany County,"53,371","49,323","57,419"
36,005,NY,Bronx County,"44,906","43,149","46,663"
36,007,NY,Broome County,"52,510","47,493","57,527"
36,009,NY,Cattaraugus County,"51,824","46,527","57,121"
36,011,NY,Cayuga County,"59,335","53,360","65,310"
36,013,NY,Chautauqua County,"50,062","46,448","53,676"
36,015,NY,Chemung County,"54,705","49,250","60,160"
36,017,NY,Chenango County,"52,545","47,113","57,977"
36,019,NY,Clinton County,"59,741","54,963","64,519"
36,021,NY,Columbia County,"66,068","58,113","74,023"
36,023,NY,Cortland County,"60,165","53,536","66,794"
36,025,NY,Delaware County,"54,440","50,247","58,633"
36,027,NY,Dutchess County,"79,276","75,968","82,584"
36,029,NY,Erie County,"59,584","56,852","62,316"
36,031,NY,Essex County,"57,129","51,431","62,827"
36,033,NY,Franklin County,"58,709","54,812","62,606"
36,035,NY,Fulton County,"55,405","49,749","61,061"
36,037,NY,Genesee County,"62,641","57,954","67,328"
36,039,NY,Greene County,"60,163","52,216","68,110"
36,041,NY,Hamilton County,"56,253","48,021","64,485"
36,043,NY,Herkimer County,"59,893","54,701","65,085"
36,045,NY,Jefferson County,"57,570","52,575","62,565"
36,047,NY,Kings County,"70,390","68,786","71,994"
36,049,NY,Lewis County,"57,897","51,701","64,093"
36,051,NY,Livingston County,"60,947","54,553","67,341"
36,053,NY,Madison County,"64,379","59,267","69,491"
36,055,NY,Monroe County,"61,358","59,084","63,632"
36,057,NY,Montgomery County,"52,482","46,761","58,203"
36,059,NY,Nassau County,"122,730","119,245","126,215"
36,061,NY,New York County,"87,745","83,689","91,801"
36,063,NY,Niagara County,"54,963","50,905","59,021"
36,065,NY,Oneida County,"58,696","55,221","62,171"
36,067,NY,Onondaga County,"63,963","60,908","67,018"
36,069,NY,Ontario County,"62,777","55,015","70,539"
36,071,NY,Orange County,"78,724","73,708","83,740"
36,073,NY,Orleans County,"57,318","49,941","64,695"
36,075,NY,Oswego County,"58,439","54,770","62,108"
36,077,NY,Otsego County,"58,417","53,741","63,093"
36,079,NY,Putnam County,"104,285","92,343","116,227"
36,081,NY,Queens County,"78,847","77,191","80,503"
36,083,NY,Rensselaer County,"71,457","66,328","76,586"
36,085,NY,Richmond County,"81,003","76,146","85,860"
36,087,NY,Rockland County,"94,874","89,939","99,809"
36,089,NY,St. Lawrence County,"51,526","49,144","53,908"
36,091,NY,Saratoga County,"83,427","79,507","87,347"
36,093,NY,Schenectady County,"66,292","62,298","70,286"
36,095,NY,Schoharie County,"59,744","54,170","65,318"
36,097,NY,Schuyler County,"54,269","47,045","61,493"
36,099,NY,Seneca County,"56,929","49,952","63,906"
36,101,NY,Steuben County,"54,794","50,178","59,410"
36,103,NY,Suffolk County,"109,084","106,539","111,629"
36,105,NY,Sullivan County,"63,915","60,860","66,970"
36,107,NY,Tioga County,"62,400","58,493","66,307"
36,109,NY,Tompkins County,"65,308","58,685","71,931"
36,111,NY,Ulster County,"66,060","59,961","72,159"
36,113,NY,Warren County,"67,359","61,426","73,292"
36,115,NY,Washington County,"60,973","56,022","65,924"
36,117,NY,Wayne County,"62,329","57,001","67,657"
36,119,NY,Westchester County,"103,340","98,448","108,232"
36,121,NY,Wyoming County,"59,612","52,463","66,761"
36,123,NY,Yates County,"57,057","48,962","65,152"
37,000,NC,North Carolina,"59,616","58,990","60,242"
37,001,NC,Alamance County,"53,220","47,823","58,617"
37,003,NC,Alexander County,"53,523","47,636","59,410"
37,005,NC,Alleghany County,"39,916","35,303","44,529"
37,007,NC,Anson County,"40,818","36,134","45,502"
37,009,NC,Ashe County,"44,543","39,741","49,345"
37,011,NC,Avery County,"50,800","45,083","56,517"
37,013,NC,Beaufort County,"50,253","45,031","55,475"
37,015,NC,Bertie County,"41,889","36,457","47,321"
37,017,NC,Bladen County,"43,664","36,880","50,448"
37,019,NC,Brunswick County,"64,371","58,835","69,907"
37,021,NC,Buncombe County,"66,156","60,897","71,415"
37,023,NC,Burke County,"48,729","43,878","53,580"
37,025,NC,Cabarrus County,"79,736","74,657","84,815"
37,027,NC,Caldwell County,"50,235","44,446","56,024"
37,029,NC,Camden County,"72,135","60,943","83,327"
37,031,NC,Carteret County,"63,475","58,133","68,817"
37,033,NC,Caswell County,"48,070","41,660","54,480"
37,035,NC,Catawba County,"52,737","47,870","57,604"
37,037,NC,Chatham County,"74,747","66,537","82,957"
37,039,NC,Cherokee County,"44,449","40,505","48,393"
37,041,NC,Chowan County,"45,365","39,899","50,831"
37,043,NC,Clay County,"44,052","37,041","51,063"
37,045,NC,Cleveland County,"49,041","42,701","55,381"
37,047,NC,Columbus County,"40,712","35,260","46,164"
37,049,NC,Craven County,"53,960","50,039","57,881"
37,051,NC,Cumberland County,"49,160","46,500","51,820"
37,053,NC,Currituck County,"73,433","64,603","82,263"
37,055,NC,Dare County,"72,962","65,574","80,350"
37,057,NC,Davidson County,"56,067","50,137","61,997"
37,059,NC,Davie County,"65,418","57,228","73,608"
37,061,NC,Duplin County,"49,755","44,386","55,124"
37,063,NC,Durham County,"65,619","61,555","69,683"
37,065,NC,Edgecombe County,"45,156","40,371","49,941"
37,067,NC,Forsyth County,"56,158","52,206","60,110"
37,069,NC,Franklin County,"54,868","49,564","60,172"
37,071,NC,Gaston County,"60,622","57,926","63,318"
37,073,NC,Gates County,"57,680","48,977","66,383"
37,075,NC,Graham County,"42,057","35,598","48,516"
37,077,NC,Granville County,"53,112","47,573","58,651"
37,079,NC,Greene County,"47,605","41,218","53,992"
37,081,NC,Guilford County,"55,577","52,539","58,615"
37,083,NC,Halifax County,"41,098","35,502","46,694"
37,085,NC,Harnett County,"55,586","50,229","60,943"
37,087,NC,Haywood County,"50,492","46,715","54,269"
37,089,NC,Henderson County,"60,550","54,684","66,416"
37,091,NC,Hertford County,"46,632","42,828","50,436"
37,093,NC,Hoke County,"53,728","46,850","60,606"
37,095,NC,Hyde County,"45,548","39,965","51,131"
37,097,NC,Iredell County,"61,892","57,100","66,684"
37,099,NC,Jackson County,"49,488","42,267","56,709"
37,101,NC,Johnston County,"63,882","56,958","70,806"
37,103,NC,Jones County,"44,972","37,995","51,949"
37,105,NC,Lee County,"57,025","50,842","63,208"
37,107,NC,Lenoir County,"40,586","36,295","44,877"
37,109,NC,Lincoln County,"56,183","51,345","61,021"
37,111,NC,McDowell County,"47,579","43,699","51,459"
37,113,NC,Macon County,"51,973","46,423","57,523"
37,115,NC,Madison County,"49,373","41,658","57,088"
37,117,NC,Martin County,"42,264","36,189","48,339"
37,119,NC,Mecklenburg County,"72,340","70,251","74,429"
37,121,NC,Mitchell County,"49,236","42,369","56,103"
37,123,NC,Montgomery County,"48,522","42,945","54,099"
37,125,NC,Moore County,"69,413","62,849","75,977"
37,127,NC,Nash County,"49,883","44,611","55,155"
37,129,NC,New Hanover County,"65,615","59,248","71,982"
37,131,NC,Northampton County,"41,630","36,064","47,196"
37,133,NC,Onslow County,"52,885","48,145","57,625"
37,135,NC,Orange County,"82,732","76,533","88,931"
37,137,NC,Pamlico County,"50,481","44,117","56,845"
37,139,NC,Pasquotank County,"56,654","51,086","62,222"
37,141,NC,Pender County,"59,812","53,436","66,188"
37,143,NC,Perquimans County,"50,813","45,437","56,189"
37,145,NC,Person County,"58,991","51,320","66,662"
37,147,NC,Pitt County,"49,955","44,668","55,242"
37,149,NC,Polk County,"58,607","51,449","65,765"
37,151,NC,Randolph County,"48,849","44,781","52,917"
37,153,NC,Richmond County,"42,335","35,934","48,736"
37,155,NC,Robeson County,"39,139","35,310","42,968"
37,157,NC,Rockingham County,"50,388","45,100","55,676"
37,159,NC,Rowan County,"55,398","50,068","60,728"
37,161,NC,Rutherford County,"44,004","39,536","48,472"
37,163,NC,Sampson County,"45,387","39,838","50,936"
37,165,NC,Scotland County,"33,531","29,001","38,061"
37,167,NC,Stanly County,"53,769","47,574","59,964"
37,169,NC,Stokes County,"59,068","52,668","65,468"
37,171,NC,Surry County,"47,114","40,747","53,481"
37,173,NC,Swain County,"47,559","40,405","54,713"
37,175,NC,Transylvania County,"56,880","50,342","63,418"
37,177,NC,Tyrrell County,"42,260","35,821","48,699"
37,179,NC,Union County,"90,920","84,770","97,070"
37,181,NC,Vance County,"41,935","35,923","47,947"
37,183,NC,Wake County,"88,763","85,637","91,889"
37,185,NC,Warren County,"42,808","36,235","49,381"
37,187,NC,Washington County,"38,704","32,504","44,904"
37,189,NC,Watauga County,"54,004","46,883","61,125"
37,191,NC,Wayne County,"52,906","46,543","59,269"
37,193,NC,Wilkes County,"46,830","41,306","52,354"
37,195,NC,Wilson County,"44,089","38,710","49,468"
37,197,NC,Yadkin County,"53,154","45,767","60,541"
37,199,NC,Yancey County,"48,662","42,444","54,880"
38,000,ND,North Dakota,"64,289","61,883","66,695"
38,001,ND,Adams County,"50,673","42,674","58,672"
38,003,ND,Barnes County,"52,327","50,006","54,648"
38,005,ND,Benson County,"51,189","46,122","56,256"
38,007,ND,Billings County,"76,478","64,301","88,655"
38,009,ND,Bottineau County,"61,841","53,251","70,431"
38,011,ND,Bowman County,"67,067","58,185","75,949"
38,013,ND,Burke County,"73,567","64,166","82,968"
38,015,ND,Burleigh County,"72,170","64,675","79,665"
38,017,ND,Cass County,"61,338","56,747","65,929"
38,019,ND,Cavalier County,"54,270","47,150","61,390"
38,021,ND,Dickey County,"60,682","52,737","68,627"
38,023,ND,Divide County,"64,594","55,903","73,285"
38,025,ND,Dunn County,"73,722","63,708","83,736"
38,027,ND,Eddy County,"54,285","45,726","62,844"
38,029,ND,Emmons County,"49,972","42,490","57,454"
38,031,ND,Foster County,"63,234","53,878","72,590"
38,033,ND,Golden Valley County,"57,596","48,780","66,412"
38,035,ND,Grand Forks County,"55,495","49,975","61,015"
38,037,ND,Grant County,"48,063","42,166","53,960"
38,039,ND,Griggs County,"53,751","45,807","61,695"
38,041,ND,Hettinger County,"53,222","45,418","61,026"
38,043,ND,Kidder County,"49,386","41,829","56,943"
38,045,ND,LaMoure County,"58,302","50,674","65,930"
38,047,ND,Logan County,"47,908","40,353","55,463"
38,049,ND,McHenry County,"59,052","50,261","67,843"
38,051,ND,McIntosh County,"48,839","41,389","56,289"
38,053,ND,McKenzie County,"84,705","72,300","97,110"
38,055,ND,McLean County,"70,835","63,698","77,972"
38,057,ND,Mercer County,"79,608","67,726","91,490"
38,059,ND,Morton County,"71,928","62,953","80,903"
38,061,ND,Mountrail County,"68,465","59,909","77,021"
38,063,ND,Nelson County,"53,008","44,847","61,169"
38,065,ND,Oliver County,"66,708","56,302","77,114"
38,067,ND,Pembina County,"61,595","54,355","68,835"
38,069,ND,Pierce County,"50,827","43,060","58,594"
38,071,ND,Ramsey County,"57,984","49,313","66,655"
38,073,ND,Ransom County,"65,039","55,851","74,227"
38,075,ND,Renville County,"67,054","57,096","77,012"
38,077,ND,Richland County,"65,530","57,323","73,737"
38,079,ND,Rolette County,"45,178","38,776","51,580"
38,081,ND,Sargent County,"68,769","59,322","78,216"
38,083,ND,Sheridan County,"46,424","39,290","53,558"
38,085,ND,Sioux County,"36,182","31,316","41,048"
38,087,ND,Slope County,"53,330","45,308","61,352"
38,089,ND,Stark County,"66,105","58,045","74,165"
38,091,ND,Steele County,"68,163","58,157","78,169"
38,093,ND,Stutsman County,"59,948","52,141","67,755"
38,095,ND,Towner County,"57,509","49,274","65,744"
38,097,ND,Traill County,"70,384","61,466","79,302"
38,099,ND,Walsh County,"57,557","49,526","65,588"
38,101,ND,Ward County,"64,346","56,696","71,996"
38,103,ND,Wells County,"56,827","50,922","62,732"
38,105,ND,Williams County,"79,483","67,676","91,290"
39,000,OH,Ohio,"60,360","59,900","60,820"
39,001,OH,Adams County,"42,342","36,059","48,625"
39,003,OH,Allen County,"52,558","47,055","58,061"
39,005,OH,Ashland County,"55,699","49,771","61,627"
39,007,OH,Ashtabula County,"51,252","46,122","56,382"
39,009,OH,Athens County,"42,215","37,514","46,916"
39,011,OH,Auglaize County,"69,468","62,739","76,197"
39,013,OH,Belmont County,"50,626","45,623","55,629"
39,015,OH,Brown County,"58,067","51,587","64,547"
39,017,OH,Butler County,"69,049","66,159","71,939"
39,019,OH,Carroll County,"52,065","47,740","56,390"
39,021,OH,Champaign County,"64,142","57,451","70,833"
39,023,OH,Clark County,"54,507","50,960","58,054"
39,025,OH,Clermont County,"72,740","66,578","78,902"
39,027,OH,Clinton County,"53,891","47,136","60,646"
39,029,OH,Columbiana County,"49,342","43,755","54,929"
39,031,OH,Coshocton County,"47,794","42,729","52,859"
39,033,OH,Crawford County,"45,952","43,819","48,085"
39,035,OH,Cuyahoga County,"55,128","53,742","56,514"
39,037,OH,Darke County,"57,932","51,761","64,103"
39,039,OH,Defiance County,"61,816","54,825","68,807"
39,041,OH,Delaware County,"114,423","109,477","119,369"
39,043,OH,Erie County,"66,252","61,304","71,200"
39,045,OH,Fairfield County,"74,987","69,048","80,926"
39,047,OH,Fayette County,"50,125","45,555","54,695"
39,049,OH,Franklin County,"62,643","60,160","65,126"
39,051,OH,Fulton County,"60,550","54,831","66,269"
39,053,OH,Gallia County,"50,642","44,465","56,819"
39,055,OH,Geauga County,"84,510","74,103","94,917"
39,057,OH,Greene County,"71,673","66,978","76,368"
39,059,OH,Guernsey County,"45,808","41,028","50,588"
39,061,OH,Hamilton County,"63,919","61,849","65,989"
39,063,OH,Hancock County,"61,473","55,924","67,022"
39,065,OH,Hardin County,"45,312","39,912","50,712"
39,067,OH,Harrison County,"49,088","41,882","56,294"
39,069,OH,Henry County,"64,694","58,798","70,590"
39,071,OH,Highland County,"57,155","52,918","61,392"
39,073,OH,Hocking County,"53,838","46,901","60,775"
39,075,OH,Holmes County,"67,967","59,461","76,473"
39,077,OH,Huron County,"62,143","56,373","67,913"
39,079,OH,Jackson County,"49,636","44,335","54,937"
39,081,OH,Jefferson County,"49,642","45,652","53,632"
39,083,OH,Knox County,"68,050","64,920","71,180"
39,085,OH,Lake County,"69,853","66,613","73,093"
39,087,OH,Lawrence County,"47,299","42,240","52,358"
39,089,OH,Licking County,"68,982","63,945","74,019"
39,091,OH,Logan County,"61,797","53,672","69,922"
39,093,OH,Lorain County,"59,954","57,350","62,558"
39,095,OH,Lucas County,"51,642","48,150","55,134"
39,097,OH,Madison County,"72,834","64,966","80,702"
39,099,OH,Mahoning County,"48,937","44,649","53,225"
39,101,OH,Marion County,"52,226","45,773","58,679"
39,103,OH,Medina County,"79,504","73,762","85,246"
39,105,OH,Meigs County,"44,622","38,628","50,616"
39,107,OH,Mercer County,"69,588","61,124","78,052"
39,109,OH,Miami County,"63,699","57,338","70,060"
39,111,OH,Monroe County,"48,944","41,621","56,267"
39,113,OH,Montgomery County,"54,692","51,541","57,843"
39,115,OH,Morgan County,"45,698","42,075","49,321"
39,117,OH,Morrow County,"68,159","62,262","74,056"
39,119,OH,Muskingum County,"52,457","46,790","58,124"
39,121,OH,Noble County,"52,583","45,755","59,411"
39,123,OH,Ottawa County,"65,582","58,826","72,338"
39,125,OH,Paulding County,"62,062","55,540","68,584"
39,127,OH,Perry County,"56,048","51,938","60,158"
39,129,OH,Pickaway County,"64,412","59,064","69,760"
39,131,OH,Pike County,"46,413","40,638","52,188"
39,133,OH,Portage County,"64,250","58,196","70,304"
39,135,OH,Preble County,"60,856","54,106","67,606"
39,137,OH,Putnam County,"72,299","68,599","75,999"
39,139,OH,Richland County,"52,295","47,969","56,621"
39,141,OH,Ross County,"49,543","44,935","54,151"
39,143,OH,Sandusky County,"60,455","54,239","66,671"
39,145,OH,Scioto County,"44,297","38,079","50,515"
39,147,OH,Seneca County,"58,129","52,412","63,846"
39,149,OH,Shelby County,"67,582","60,293","74,871"
39,151,OH,Stark County,"57,364","54,080","60,648"
39,153,OH,Summit County,"60,715","57,542","63,888"
39,155,OH,Trumbull County,"48,929","44,995","52,863"
39,157,OH,Tuscarawas County,"58,256","51,734","64,778"
39,159,OH,Union County,"92,198","82,915","101,481"
39,161,OH,Van Wert County,"57,863","50,149","65,577"
39,163,OH,Vinton County,"49,778","42,366","57,190"
39,165,OH,Warren County,"90,600","84,525","96,675"
39,167,OH,Washington County,"53,450","46,532","60,368"
39,169,OH,Wayne County,"67,708","63,133","72,283"
39,171,OH,Williams County,"52,458","45,297","59,619"
39,173,OH,Wood County,"67,865","61,770","73,960"
39,175,OH,Wyandot County,"63,516","56,175","70,857"
40,000,OK,Oklahoma,"54,512","53,669","55,355"
40,001,OK,Adair County,"36,749","32,157","41,341"
40,003,OK,Alfalfa County,"51,157","43,629","58,685"
40,005,OK,Atoka County,"42,618","36,595","48,641"
40,007,OK,Beaver County,"61,477","52,491","70,463"
40,009,OK,Beckham County,"47,625","40,728","54,522"
40,011,OK,Blaine County,"55,643","48,334","62,952"
40,013,OK,Bryan County,"45,213","39,829","50,597"
40,015,OK,Caddo County,"48,380","44,426","52,334"
40,017,OK,Canadian County,"75,452","69,523","81,381"
40,019,OK,Carter County,"46,781","41,858","51,704"
40,021,OK,Cherokee County,"49,553","44,706","54,400"
40,023,OK,Choctaw County,"41,622","36,894","46,350"
40,025,OK,Cimarron County,"50,804","42,965","58,643"
40,027,OK,Cleveland County,"64,011","58,119","69,903"
40,029,OK,Coal County,"41,162","36,881","45,443"
40,031,OK,Comanche County,"54,007","50,515","57,499"
40,033,OK,Cotton County,"46,266","39,236","53,296"
40,035,OK,Craig County,"43,804","38,485","49,123"
40,037,OK,Creek County,"49,954","45,894","54,014"
40,039,OK,Custer County,"55,826","48,555","63,097"
40,041,OK,Delaware County,"43,147","38,650","47,644"
40,043,OK,Dewey County,"56,711","49,466","63,956"
40,045,OK,Ellis County,"56,763","48,972","64,554"
40,047,OK,Garfield County,"61,501","57,116","65,886"
40,049,OK,Garvin County,"47,391","42,383","52,399"
40,051,OK,Grady County,"58,621","54,163","63,079"
40,053,OK,Grant County,"51,399","44,025","58,773"
40,055,OK,Greer County,"42,010","36,134","47,886"
40,057,OK,Harmon County,"40,246","34,112","46,380"
40,059,OK,Harper County,"57,833","50,488","65,178"
40,061,OK,Haskell County,"41,253","36,936","45,570"
40,063,OK,Hughes County,"39,333","34,442","44,224"
40,065,OK,Jackson County,"56,779","51,517","62,041"
40,067,OK,Jefferson County,"43,014","38,908","47,120"
40,069,OK,Johnston County,"45,361","39,782","50,940"
40,071,OK,Kay County,"50,256","46,329","54,183"
40,073,OK,Kingfisher County,"71,450","60,746","82,154"
40,075,OK,Kiowa County,"40,112","34,696","45,528"
40,077,OK,Latimer County,"40,831","35,428","46,234"
40,079,OK,Le Flore County,"40,632","37,306","43,958"
40,081,OK,Lincoln County,"56,957","52,012","61,902"
40,083,OK,Logan County,"72,617","64,898","80,336"
40,085,OK,Love County,"54,219","48,081","60,357"
40,087,OK,McClain County,"68,563","61,059","76,067"
40,089,OK,McCurtain County,"45,380","42,971","47,789"
40,091,OK,McIntosh County,"37,535","32,315","42,755"
40,093,OK,Major County,"54,851","47,238","62,464"
40,095,OK,Marshall County,"51,072","45,128","57,016"
40,097,OK,Mayes County,"50,905","45,382","56,428"
40,099,OK,Murray County,"55,318","48,113","62,523"
40,101,OK,Muskogee County,"42,607","39,821","45,393"
40,103,OK,Noble County,"56,632","49,302","63,962"
40,105,OK,Nowata County,"45,719","39,666","51,772"
40,107,OK,Okfuskee County,"45,823","40,752","50,894"
40,109,OK,Oklahoma County,"55,332","53,668","56,996"
40,111,OK,Okmulgee County,"50,442","45,905","54,979"
40,113,OK,Osage County,"50,490","45,018","55,962"
40,115,OK,Ottawa County,"40,249","36,924","43,574"
40,117,OK,Pawnee County,"51,960","47,426","56,494"
40,119,OK,Payne County,"39,681","36,438","42,924"
40,121,OK,Pittsburg County,"50,416","47,328","53,504"
40,123,OK,Pontotoc County,"50,587","46,717","54,457"
40,125,OK,Pottawatomie County,"50,118","46,547","53,689"
40,127,OK,Pushmataha County,"38,912","33,417","44,407"
40,129,OK,Roger Mills County,"51,279","44,491","58,067"
40,131,OK,Rogers County,"67,243","62,608","71,878"
40,133,OK,Seminole County,"42,418","37,625","47,211"
40,135,OK,Sequoyah County,"47,188","42,437","51,939"
40,137,OK,Stephens County,"52,905","47,336","58,474"
40,139,OK,Texas County,"61,334","52,537","70,131"
40,141,OK,Tillman County,"41,610","35,512","47,708"
40,143,OK,Tulsa County,"58,863","56,844","60,882"
40,145,OK,Wagoner County,"66,375","60,755","71,995"
40,147,OK,Washington County,"48,144","43,846","52,442"
40,149,OK,Washita County,"51,270","47,277","55,263"
40,151,OK,Woods County,"52,504","44,662","60,346"
40,153,OK,Woodward County,"54,328","48,166","60,490"
41,000,OR,Oregon,"67,832","67,028","68,636"
41,001,OR,Baker County,"44,872","41,105","48,639"
41,003,OR,Benton County,"66,378","60,193","72,563"
41,005,OR,Clackamas County,"82,539","78,948","86,130"
41,007,OR,Clatsop County,"63,238","56,860","69,616"
41,009,OR,Columbia County,"73,023","65,501","80,545"
41,011,OR,Coos County,"50,848","46,599","55,097"
41,013,OR,Crook County,"68,598","61,910","75,286"
41,015,OR,Curry County,"48,377","42,357","54,397"
41,017,OR,Deschutes County,"66,467","62,876","70,058"
41,019,OR,Douglas County,"52,355","47,436","57,274"
41,021,OR,Gilliam County,"63,088","53,051","73,125"
41,023,OR,Grant County,"50,819","44,256","57,382"
41,025,OR,Harney County,"48,790","42,618","54,962"
41,027,OR,Hood River County,"81,718","74,651","88,785"
41,029,OR,Jackson County,"57,334","54,057","60,611"
41,031,OR,Jefferson County,"63,683","58,343","69,023"
41,033,OR,Josephine County,"47,740","42,823","52,657"
41,035,OR,Klamath County,"49,675","44,587","54,763"
41,037,OR,Lake County,"48,669","41,427","55,911"
41,039,OR,Lane County,"58,818","55,311","62,325"
41,041,OR,Lincoln County,"53,883","49,634","58,132"
41,043,OR,Linn County,"65,516","63,091","67,941"
41,045,OR,Malheur County,"46,278","40,016","52,540"
41,047,OR,Marion County,"64,990","61,196","68,784"
41,049,OR,Morrow County,"59,956","50,812","69,100"
41,051,OR,Multnomah County,"74,707","71,921","77,493"
41,053,OR,Polk County,"66,973","58,493","75,453"
41,055,OR,Sherman County,"62,271","52,421","72,121"
41,057,OR,Tillamook County,"57,533","52,129","62,937"
41,059,OR,Umatilla County,"62,560","57,542","67,578"
41,061,OR,Union County,"58,779","53,174","64,384"
41,063,OR,Wallowa County,"51,506","44,144","58,868"
41,065,OR,Wasco County,"55,519","49,637","61,401"
41,067,OR,Washington County,"85,385","82,145","88,625"
41,069,OR,Wheeler County,"43,367","37,332","49,402"
41,071,OR,Yamhill County,"68,266","59,829","76,703"
42,000,PA,Pennsylvania,"64,898","64,181","65,615"
42,001,PA,Adams County,"70,470","65,492","75,448"
42,003,PA,Allegheny County,"64,236","61,958","66,514"
42,005,PA,Armstrong County,"52,958","47,747","58,169"
42,007,PA,Beaver County,"56,649","52,324","60,974"
42,009,PA,Bedford County,"52,643","46,211","59,075"
42,011,PA,Berks County,"70,057","67,160","72,954"
42,013,PA,Blair County,"52,177","46,721","57,633"
42,015,PA,Bradford County,"55,787","49,592","61,982"
42,017,PA,Bucks County,"92,441","88,671","96,211"
42,019,PA,Butler County,"74,721","69,437","80,005"
42,021,PA,Cambria County,"48,653","44,589","52,717"
42,023,PA,Cameron County,"46,151","39,445","52,857"
42,025,PA,Carbon County,"60,593","55,914","65,272"
42,027,PA,Centre County,"62,795","59,137","66,453"
42,029,PA,Chester County,"107,491","102,308","112,674"
42,031,PA,Clarion County,"52,642","46,870","58,414"
42,033,PA,Clearfield County,"48,794","44,497","53,091"
42,035,PA,Clinton County,"54,652","48,915","60,389"
42,037,PA,Columbia County,"56,176","49,124","63,228"
42,039,PA,Crawford County,"52,372","47,718","57,026"
42,041,PA,Cumberland County,"69,546","64,342","74,750"
42,043,PA,Dauphin County,"63,265","59,336","67,194"
42,045,PA,Delaware County,"75,174","71,572","78,776"
42,047,PA,Elk County,"52,952","46,836","59,068"
42,049,PA,Erie County,"55,181","51,876","58,486"
42,051,PA,Fayette County,"45,256","41,745","48,767"
42,053,PA,Forest County,"40,667","35,516","45,818"
42,055,PA,Franklin County,"57,812","53,610","62,014"
42,057,PA,Fulton County,"61,202","53,714","68,690"
42,059,PA,Greene County,"59,324","55,247","63,401"
42,061,PA,Huntingdon County,"55,282","49,435","61,129"
42,063,PA,Indiana County,"53,533","50,279","56,787"
42,065,PA,Jefferson County,"52,856","49,976","55,736"
42,067,PA,Juniata County,"59,591","53,344","65,838"
42,069,PA,Lackawanna County,"56,911","54,424","59,398"
42,071,PA,Lancaster County,"73,006","70,000","76,012"
42,073,PA,Lawrence County,"50,373","45,064","55,682"
42,075,PA,Lebanon County,"63,605","58,418","68,792"
42,077,PA,Lehigh County,"65,733","62,490","68,976"
42,079,PA,Luzerne County,"52,281","49,257","55,305"
42,081,PA,Lycoming County,"56,751","52,396","61,106"
42,083,PA,Mc Kean County,"52,359","46,347","58,371"
42,085,PA,Mercer County,"51,743","47,003","56,483"
42,087,PA,Mifflin County,"54,517","49,478","59,556"
42,089,PA,Monroe County,"71,686","67,470","75,902"
42,091,PA,Montgomery County,"94,094","91,412","96,776"
42,093,PA,Montour County,"63,341","56,943","69,739"
42,095,PA,Northampton County,"73,903","69,505","78,301"
42,097,PA,Northumberland County,"47,825","43,334","52,316"
42,099,PA,Perry County,"68,991","63,505","74,477"
42,101,PA,Philadelphia County,"55,102","52,865","57,339"
42,103,PA,Pike County,"66,614","60,456","72,772"
42,105,PA,Potter County,"51,744","44,922","58,566"
42,107,PA,Schuylkill County,"52,307","48,524","56,090"
42,109,PA,Snyder County,"58,474","53,439","63,509"
42,111,PA,Somerset County,"51,916","48,006","55,826"
42,113,PA,Sullivan County,"52,821","45,736","59,906"
42,115,PA,Susquehanna County,"55,560","49,383","61,737"
42,117,PA,Tioga County,"47,683","44,131","51,235"
42,119,PA,Union County,"62,306","54,576","70,036"
42,121,PA,Venango County,"52,559","47,965","57,153"
42,123,PA,Warren County,"52,729","46,040","59,418"
42,125,PA,Washington County,"65,808","61,511","70,105"
42,127,PA,Wayne County,"55,627","50,178","61,076"
42,129,PA,Westmoreland County,"59,349","54,969","63,729"
42,131,PA,Wyoming County,"59,305","52,735","65,875"
42,133,PA,York County,"71,655","69,023","74,287"
44,000,RI,Rhode Island,"73,919","71,346","76,492"
44,001,RI,Bristol County,"94,591","87,299","101,883"
44,003,RI,Kent County,"82,413","76,381","88,445"
44,005,RI,Newport County,"81,218","72,880","89,556"
44,007,RI,Providence County,"67,752","65,282","70,222"
44,009,RI,Washington County,"83,925","78,412","89,438"
45,000,SC,South Carolina,"57,216","56,110","58,322"
